School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1,Data As Of,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
LYFE PROGRAM,Q,27,FY17 RESO A PLAYGROUND REDEVELOPMENT,323952,CIP,Q465,8-21 BAY 25 STREET,Queens,10467,QUEENS,40.60201,-73.762795,414,31,4300730,4157360001,100804,QN1401,"(40.60201, -73.762795)",21-Nov,20529,51,3,47,59
MID-MAN ADULT LEARNING CENTER - M,M,3,EXTERIOR MASONRY / STRUCTURAL,10535000,CIP,M081,212 W 120TH STREET,Manhattan,10467,MANHATTAN,40.806013,-73.951217,110,9,1058447,1019250019,220,MN1001,"(40.806013, -73.951217)",21-Nov,12424,18,4,36,18
P.S. 37 - QUEENS,Q,29,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,10283745,CIP,Q037,179-37 137 AVENUE,Queens,10467,QUEENS,40.67588,-73.758505,412,27,4279864,4129930118,352,QN1205,"(40.67588, -73.758505)",21-Nov,15313,41,3,6,71
BROOKLYN TECH HS - K,K,13,KITCHEN FIRE SUPRESSION SYSTEM / LOW VOLTAGE ELECTRICAL SYSTEM,4291000,CIP,K430,29 FT GREENE PLACE,Brooklyn,10467,BROOKLYN,40.688834,-73.976905,302,35,3058752,3020980013,33,BK0203,"(40.688834, -73.976905)",21-Nov,17619,68,2,48,55
BROOKLYN TECH HS - K,K,13,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,24193000,CIP,K430,29 FT GREENE PLACE,Brooklyn,10467,BROOKLYN,40.688834,-73.976905,302,35,3058752,3020980013,33,BK0203,"(40.688834, -73.976905)",21-Nov,17619,68,2,48,55
P.S. 42 - QUEENS,Q,27,ELECTRICAL LIGHTING FIXTURES / NON SANDY CLIMATE CONTROL / SANDY - HEATING PLANT / SANDY- ELECTRICAL SYSTEMS / SANDY- FLOOD ELIMINATION / SANDY- HVAC / SANDY- INTERIOR SPACES / SANDY- SANITARY / STORM PIPING,15125767,CIP,Q042,488 BEACH 66 STREET,Queens,10467,QUEENS,40.594538,-73.795304,414,31,4302817,4160390014,964,QN1402,"(40.594538, -73.795304)",21-Nov,20530,51,3,47,58
PERFORMING ARTS AND TECH. HS - K,K,19,FY14 RESO A GYMNASIUM UPGRADE,1032000,CIP,K435,400 PENNSYLVANIA AVENUE,Brooklyn,10467,BROOKLYN,40.667456,-73.894747,305,42,3084440,3037880001,1156,BK0502,"(40.667456, -73.894747)",21-Nov,17214,45,2,25,47
ALFRED E. SMITH HS - X,X,7,FY18 RESO A GYMNASIUM UPGRADE,287000,CIP,X600,333 EAST 151 STREET,Bronx,10467,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,"(40.818232, -73.919867)",21-Nov,10929,49,5,43,23
P.S. 81 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,7188.34,CIP,X081,5550 RIVERDALE AVENUE,Bronx,10467,BRONX,40.903553,-73.905229,208,11,2084806,2058501550,337,BX0803,"(40.903553, -73.905229)",21-Nov,11609,48,5,40,33
P.S. 108 - QUEENS,Q,27,FY19 RESO A COMPUTER LAB UPGRADE,501000,CIP,Q108,108-10 109 AVENUE,Queens,10467,QUEENS,40.679584,-73.831547,410,28,4247572,4114750011,96,QN1001,"(40.679584, -73.831547)",21-Nov,24016,62,3,46,64
P.S. 75 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,7188.34,CIP,X075,984 FAILE STREET,Bronx,10467,BRONX,40.822719,-73.889435,202,17,2006079,2027470001,119,BX0202,"(40.822719, -73.889435)",21-Nov,10937,8,5,43,24
P.S. 111 - MANHATTAN,M,2,FACADE PANELS / PARAPETS / ROOFS,9043000,CIP,M111,440 WEST 53 STREET,Manhattan,10467,MANHATTAN,40.765878,-73.988823,104,3,1026740,1010620003,133,MN0402,"(40.765878, -73.988823)",21-Nov,12081,12,4,10,10
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,K,19,ELECTRICAL WORK FOR A/C INITIATIVE,4510,CIP,K072,605 SHEPHERD AVENUE,Brooklyn,10467,BROOKLYN,40.669387,-73.879614,305,42,3090219,3040690001,1164,BK0502,"(40.669387, -73.879614)",21-Nov,17215,45,2,25,47
QUEENS TECH HS - Q,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE,36000,CIP,Q600,37-02 47 AVENUE,Queens,10467,QUEENS,40.742205,-73.928219,402,26,4003259,4002280020,189,QN0202,"(40.742205, -73.928219)",21-Nov,16858,53,3,33,66
P.S. 140 - MANHATTAN,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,M140,123 RIDGE STREET,Manhattan,10467,MANHATTAN,40.71925,-73.983056,103,1,1004091,1003440001,2201,MN0302,"(40.71925, -73.983056)",21-Nov,11723,70,4,32,4
P.S. 154 - BRONX,X,7,FIRE ALARM REPLACEMENT / FULL PROGRAM ACCESSIBILITY,8944000,CIP,X154,333 EAST 135 STREET,Bronx,10467,BRONX,40.808039,-73.926219,201,8,2097030,2022980001,23,BX0101,"(40.808039, -73.926219)",21-Nov,10932,49,5,35,23
I.S. 151 - BRONX,X,7,EXTERIOR MASONRY / PARAPETS / ROOFS,14488517,CIP,X151,250 EAST 156 STREET,Bronx,10467,BRONX,40.823033,-73.921238,204,16,2002458,2024430190,61,BX0401,"(40.823033, -73.921238)",21-Nov,10929,50,5,43,27
P.S. 20 - BRONX,X,10,LSP DOMESTIC WATER HEATER REPLACEMENT,68401,CIP,X020,3050 WEBSTER AVENUE,Bronx,10467,BRONX,40.870002,-73.878875,207,11,2086851,2033300001,425,BX0703,"(40.870002, -73.878875)",21-Nov,11605,24,5,40,34
P.S. 71 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,549000,CIP,X071,3040 ROBERTS AVENUE,Bronx,10467,BRONX,40.845787,-73.829829,210,13,2046140,2041710001,26602,BX1003,"(40.845787, -73.829829)",21-Nov,11270,43,5,12,28
P.S. 123 - QUEENS,Q,27,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,1082000,CIP,Q123,145-01 119 AVENUE,Queens,10467,QUEENS,40.678296,-73.79562,412,28,4260828,4120190010,18402,QN1203,"(40.678296, -73.79562)",21-Nov,24671,41,3,46,71
P.S. 193 - BROOKLYN,K,22,RPZ BACKFLOW PREVENTION DEVICES,473888,CIP,K193,2515 AVENUE L,Brooklyn,10467,BROOKLYN,40.621507,-73.950473,314,45,3208461,3076250001,754,BK1403,"(40.621507, -73.950473)",21-Nov,17217,60,2,26,43
I.S. 443 - BROOKLYN,K,15,LSP VACUUM PUMP REPLACEMENT,187997,CIP,K845,330 18 STREET,Brooklyn,10467,BROOKLYN,40.660976,-73.988297,307,39,3331274,3008800001,147,BK0702,"(40.660976, -73.988297)",21-Nov,17617,9,2,7,45
P.S. 116 - MANHATTAN,M,2,FY20 RESO A IPDVS CAMERA INSTALLATION,204000,CIP,M116,210 EAST 33 STREET,Manhattan,10467,MANHATTAN,40.744838,-73.978116,106,4,1020080,1009130007,7002,MN0603,"(40.744838, -73.978116)",21-Nov,12078,71,4,50,9
"MIDDLE SCHL MEDIA, LAW AND FINE ARTS - K",K,18,FY19 RESO A MEDIA CENTER UPGRADE / PATH OF TRAVEL RESO A MEDIA CENTER UPGRADE,253537,CIP,K232,905 WINTHROP STREET,Brooklyn,10467,BROOKLYN,40.65843,-73.929076,317,41,3099733,3046060025,88002,BK1703,"(40.65843, -73.929076)",21-Nov,16866,61,2,17,40
P.S. 28 - QUEENS,Q,24,FY19 RESO A LIBRARY UPGRADE,162574,CIP,Q028,109-10 47TH AVENUE,Queens,10467,QUEENS,40.747126,-73.854824,404,21,4529578,4020030023,415,QN0402,"(40.747126, -73.854824)",21-Nov,14510,66,3,21,68
P.S. 289 - BROOKLYN,K,17,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K289,900 ST MARKS AVENUE,Brooklyn,10467,BROOKLYN,40.674794,-73.942639,308,36,3031050,3012290028,341,BK0802,"(40.674794, -73.942639)",21-Nov,17615,16,2,49,49
P.S. 16 - BROOKLYN,R,31,EXTERIOR MASONRY / FLOOD ELIMINATION / FY18 RESO A PLAYGROUNDS / PATH OF TRAVEL RESO A PLAYGROUNDS / ROOFS,14492982.49,CIP,R016,195 DANIEL LOW TERRACE,Staten Island,10467,STATEN IS,40.63943,-74.080005,501,49,5000291,5000180015,11,SI0101,"(40.63943, -74.080005)",21-Nov,10369,4,1,13,74
DISTRICT 27 PRE-K CENTER @ 160-06 CROSS BAY BOULEVARD - QUEENS,Q,27,Demo,325600,CAP,Q486,160-06 CROSS BAY BOULEVARD,Queens,11414,QUEENS,40.657176,-73.839392,410,32,4293775,4140300006,89201,QN1003,"(40.657176, -73.839392)",21-Nov,15314,62,3,41,64
HOLCOMBE L. RUCKER SCHOOLOF COMMUNITY RESEARCH - B,X,8,FY16 RESO A AUDITORIUM UPGRADE,500000,CIP,X039,965 LONGWOOD AVENUE,Bronx,10467,BRONX,40.817512,-73.898212,202,17,2005616,2027100001,87,BX0202,"(40.817512, -73.898212)",21-Nov,10937,8,5,43,24
I.S. 340 - BROOKLYN,K,13,LEAD SERVICE LINE,101344,CIP,K874,227 STERLING PLACE,Brooklyn,10467,BROOKLYN,40.676094,-73.97038,308,35,3029060,3011640057,163,BK0801,"(40.676094, -73.97038)",21-Nov,13829,16,2,48,50
P.S. 114 - BRONX,X,9,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6650000,CIP,X114,1155 CROMWELL AVENUE,Bronx,10467,BRONX,40.834776,-73.923067,204,16,2003022,2024950100,6302,BX0491,"(40.834776, -73.923067)",21-Nov,10930,50,5,42,27
M.S./H.S. 342 - BRONX,X,10,ELECTRICAL SYSTEMS / EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,39151000,CIP,X430,2780 RESERVOIR AVENUE,Bronx,10467,BRONX,40.870293,-73.898309,207,11,2015241,2032470070,409,BX0702,"(40.870293, -73.898309)",21-Nov,11606,24,5,40,34
P.S. 143 - QUEENS,Q,24,BACKFLOW PREVENTION DEVICE,264500,CIP,Q269,86-37 53RD AVENUE,Queens,10467,QUEENS,40.735609,-73.878535,404,30,4064938,4028640036,475,QN0401,"(40.735609, -73.878535)",21-Nov,14784,66,3,5,68
P.S. 19 - MANHATTAN,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,120284.01,CIP,M019,185 1ST AVENUE,Manhattan,10467,MANHATTAN,40.729636,-73.983818,103,2,1006478,1004530034,4001,MN0303,"(40.729636, -73.983818)",21-Nov,11724,70,4,50,5
P.S. 126 - BRONX,X,9,PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / PLAYGROUND REDEVELOPMENT,5279000,CIP,X126,175 WEST 166 STREET,Bronx,10467,BRONX,40.835784,-73.928324,204,16,2003495,2025260083,199,BX0402,"(40.835784, -73.928324)",21-Nov,10930,50,5,42,27
P.S. 16 - QUEENS,Q,24,LSP WATER HEATER,90000,CIP,Q721,41-15 104 STREET,Queens,10467,QUEENS,40.748987,-73.86123,404,21,4048820,4019850001,40301,QN0402,"(40.748987, -73.86123)",21-Nov,14510,66,3,21,68
P.S. 122 - QUEENS,Q,30,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,517900,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,10467,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)",21-Nov,16862,39,3,4,72
P.S. 205 - QUEENS,Q,26,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / ROOFS,15560000,CIP,Q205,75-25 BELL BOULEVARD,Queens,10467,QUEENS,40.737678,-73.756791,411,23,4164007,4077530001,129103,QN1104,"(40.737678, -73.756791)",21-Nov,14506,26,3,16,69
P.S. 307 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,889000,CIP,K307,209 YORK STREET,Brooklyn,10467,BROOKLYN,40.701343,-73.982314,302,33,3000158,3000560007,21,BK0202,"(40.701343, -73.982314)",21-Nov,16865,68,2,38,54
I.S. 459 - BRONX,X,10,ELECTRICAL WORK FOR A/C INITIATIVE,953000,CIP,X115,120 EAST 184 STREET,Bronx,10467,BRONX,40.859752,-73.900161,205,14,2013899,2031720046,23703,BX0503,"(40.859752, -73.900161)",21-Nov,11606,6,5,29,29
P.S. 122 - QUEENS,Q,30,FY16 RESO A SOLAR PANELS,989000,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,10467,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)",21-Nov,16862,39,3,4,72
EAST SIDE COMMUNITY SCHOOL,M,1,ELECTRICAL WORK FOR A/C INITIATIVE,14000,CIP,M060,420 EAST 12 STREET,Manhattan,10467,MANHATTAN,40.729589,-73.982555,103,2,1005974,1004390017,34,MN0303,"(40.729589, -73.982555)",21-Nov,11729,70,4,50,5
P.S. 83 - BRONX,X,11,FY20 RESO A LIBRARY UPGRADE,160000,CIP,X083,950 RHINELANDER AVENUE,Bronx,10467,BRONX,40.849395,-73.859249,211,13,2045344,2041250001,244,BX1102,"(40.849395, -73.859249)",21-Nov,11271,59,5,12,32
I.S. 258 - MANHATTAN,M,3,EXTERIOR MASONRY / PARAPETS / ROOFS / RPZ BACKFLOW PREVENTION DEVICES,11726772.96,CIP,M118,154 WEST 93 STREET,Manhattan,10467,MANHATTAN,40.791709,-73.970802,107,7,1032522,1012230005,177,MN0702,"(40.791709, -73.970802)",21-Nov,12422,20,4,19,15
P.S. 153 - QUEENS,Q,24,PA SYSTEM REPLACEMENT,989999,CIP,Q153,60-02 60 LANE,Queens,10467,QUEENS,40.716609,-73.903669,405,30,4060987,4027320018,599,QN0501,"(40.716609, -73.903669)",21-Nov,14788,54,3,34,62
WORLD CULTURES HS - X,X,12,CHARTER MATCH SUPPLEMENTAL COOLING,448905,CIP,X420,1300 BOYNTON AVENUE,Bronx,10467,BRONX,40.831601,-73.878912,209,17,2027459,2038640001,56,BX0901,"(40.831601, -73.878912)",21-Nov,11610,58,5,31,26
P.S. 277 - BROOKLYN,K,22,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,5731000,CIP,K277,2529 GERRITSEN AVENUE,Brooklyn,10467,BROOKLYN,40.596145,-73.928793,318,46,3242369,3085900650,666,BK1891,"(40.596145, -73.928793)",21-Nov,13825,5,2,8,36
P.S. 143 - QUEENS,Q,24,Addition,87980000,CAP,Q143,34-55 112 STREET,Queens,11368,QUEENS,40.755535,-73.856362,403,21,4614907,4017560025,381,QN0303,"(40.755535, -73.856362)",21-Nov,14510,65,3,21,73
I.S. 5 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,248000,CIP,Q005,50-40 JACOBUS STREET,Queens,10467,QUEENS,40.737718,-73.887429,404,30,4454423,4024500017,489,QN0203,"(40.737718, -73.887429)",21-Nov,14784,66,3,5,68
P.S. 160 - BRONX,X,11,FY19 RESO A SCIENCE LAB UPGRADES,387000,CIP,X160,4140 HUTCHINSON RIVER PARKWAY EAST,Bronx,10467,BRONX,40.864687,-73.824299,210,12,2072352,2051350200,30201,BX1004,"(40.864687, -73.824299)",21-Nov,12344,43,5,2,28
P.S. 135 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE,41043,CIP,Q135,207-11 89TH AVENUE,Queens,10467,QUEENS,40.720154,-73.757367,413,23,4225816,4105820016,49202,QN1303,"(40.720154, -73.757367)",21-Nov,24336,63,3,16,63
P.S. 243 - BROOKLYN,K,16,EXTERIOR MASONRY / PARAPETS / ROOFS,5413000,CIP,K243,1580 DEAN STREET,Brooklyn,10467,BROOKLYN,40.676094,-73.935688,308,36,3035761,3013470001,309,BK0802,"(40.676094, -73.935688)",21-Nov,17615,16,2,49,49
P.S. 170 - BROOKLYN,K,20,EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS,13777000,CIP,K170,619 72ND STREET,Brooklyn,10467,BROOKLYN,40.630031,-74.018878,310,47,3146921,3058990001,134,BK1001,"(40.630031, -74.018878)",21-Nov,17216,10,2,44,41
I.S. 229 - BRONX,X,9,STH SBHC,2874700,CIP,X229,275 HARLEM RIVER PARK BRIDGE,Bronx,10467,BRONX,40.852536,-73.921467,205,16,2009253,2028820130,53,BX0501,"(40.852536, -73.921467)",21-Nov,10931,6,5,42,29
P.S. 179 - BROOKLYN,K,20,PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT / TCU REMOVAL/PLAYGROUND REDEVELOPMENT,1897975,CIP,K179,202 AVENUE C,Brooklyn,10467,BROOKLYN,40.640463,-73.977642,312,39,3126001,3053710001,488,BK1203,"(40.640463, -73.977642)",21-Nov,17620,2,2,27,39
P.S. 23 - BRONX,X,10,ROOFS,2293000,CIP,X023,2151 WASHINGTON AVENUE,Bronx,10467,BRONX,40.85294,-73.894742,206,15,2090472,2030370079,395,BX0602,"(40.85294, -73.894742)",21-Nov,10935,35,5,22,31
EDUCATIONAL CAMPUS @ 500 19TH STREET - BROOKLYN,K,15,Lease,15400000,CAP,K280,500 19TH STREET,Brooklyn,11215,BROOKLYN,40.656944,-73.983115,307,39,3017307,3008890001,1502,BK0701,"(40.656944, -73.983115)",21-Nov,17617,9,2,7,45
P.S. 54 - STATEN ISLAND,R,31,STANDALONE GYM ANNEX,7976000,CIP,R702,1060 WILLOWBROOK ROAD,Staten Island,10467,STATEN IS,40.603232,-74.137981,502,50,5034476,5019870104,27302,SI0203,"(40.603232, -74.137981)",21-Nov,10700,30,1,14,75
I.S. 302 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,79000,CIP,X052,681 KELLY STREET,Bronx,10467,BRONX,40.815429,-73.902139,202,17,2005133,2026860020,83,BX0202,"(40.815429, -73.902139)",21-Nov,10933,8,5,43,24
P.S. 128 - MANHATTAN,M,6,ELECTRICAL WORK FOR A/C INITIATIVE,9866.82,CIP,M128,560 WEST 169 STREET,Manhattan,10467,MANHATTAN,40.841359,-73.938593,112,10,1062994,1021250001,251,MN1201,"(40.841359, -73.938593)",21-Nov,13090,47,4,39,21
P.S. 165 - QUEENS,Q,25,ELECTRICAL WORK FOR A/C INITIATIVE,132000,CIP,Q165,70-35 150 STREET,Queens,10467,QUEENS,40.729741,-73.818446,408,24,4144881,4066970012,77906,QN0801,"(40.729741, -73.818446)",21-Nov,14509,25,3,24,65
GROVER CLEVELAND HS - QUEENS,Q,24,FY18 RESO A AUDITORIUM UPGRADES,415000,CIP,Q485,21-27 HIMROD STREET,Queens,10467,QUEENS,40.711033,-73.908814,405,30,4080227,4033630001,59501,QN0502,"(40.711033, -73.908814)",21-Nov,15310,54,3,34,62
HARRY S. TRUMAN HS - X,X,11,FY19 RESO A AUDITORIUM UPGRADE,64850,CIP,X455,750 BAYCHESTER AVENUE,Bronx,10467,BRONX,40.874088,-73.833904,210,12,2116159,2051410150,46205,BX1004,"(40.874088, -73.833904)",21-Nov,12344,43,5,2,28
P.S. 5 - STATEN ISLAND,R,31,Demo,530000,CAP,R005,348 DEISIUS STREET,Staten Is,10312,STATEN IS,40.530169,-74.187635,503,51,5082407,5065660001,176,SI0304,"(40.530169, -74.187635)",21-Nov,10699,15,1,9,77
P.S. 26 - STATEN ISLAND,R,31,COVID VENTILATION,66232,CIP,R026,4108 VICTORY BOULEVARD,Staten Island,10467,STATEN IS,40.591702,-74.190648,502,50,5107386,5026340001,29102,SI0204,"(40.591702, -74.190648)",21-Nov,10700,30,1,14,75
I.S. 223 - BROOKLYN,K,20,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,7285000,CIP,K223,4200 16 AVENUE,Brooklyn,10467,BROOKLYN,40.634875,-73.981528,312,44,3125676,3053620021,230,BK1202,"(40.634875, -73.981528)",21-Nov,17621,2,2,18,39
P.S. 162 - QUEENS,Q,26,FY21 RESO A GYMNASIUM UPGRADE,121300,CIP,Q162,201-02 53 AVENUE,Queens,10467,QUEENS,40.749036,-73.777213,411,20,4159363,4074100001,140901,QN1101,"(40.749036, -73.777213)",21-Nov,14506,26,3,3,69
P.S. 182 - BRONX,X,8,EXTERIOR MASONRY / ROOFS,2735025,CIP,X182,601 STICKBALL BOULEVARD,Bronx,10467,BRONX,40.818228,-73.856302,209,18,2021923,2035640001,16,BX0902,"(40.818228, -73.856302)",21-Nov,11611,58,5,31,26
P.S. 119 - BRONX,X,8,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6240000,CIP,X119,1075 PUGSLEY AVENUE,Bronx,10467,BRONX,40.828518,-73.856569,209,18,2025696,2037890021,4001,BX0903,"(40.828518, -73.856569)",21-Nov,11610,58,5,31,26
BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,K,23,LSP- REPLACEMENT OF CONDENSATION TANK,82000,CIP,K055,2021 BERGEN STREET,Brooklyn,10467,BROOKLYN,40.674103,-73.913273,316,41,3038939,3014480001,36501,BK1601,"(40.674103, -73.913273)",21-Nov,13516,55,2,17,46
P.S. 229 - QUEENS,Q,24,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,665000,CIP,Q229,67-25 51 ROAD,Queens,10467,QUEENS,40.734294,-73.897557,405,30,4440274,4024230001,513,QN0501,"(40.734294, -73.897557)",21-Nov,14787,54,3,34,62
P.S. 399 - BROOKLYN,K,17,BOILER REPLACEMENT,4375000,CIP,K399,2707 ALBEMARLE ROAD,Brooklyn,10467,BROOKLYN,40.648044,-73.951891,317,40,3117396,3051110001,824,BK1701,"(40.648044, -73.951891)",21-Nov,13510,61,2,11,40
P.S. 134 - MANHATTAN,M,1,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,24777000,CIP,M134,293 EAST BROADWAY,Manhattan,10467,MANHATTAN,40.71457,-73.983724,103,1,1003736,1002880015,202,MN0302,"(40.71457, -73.983724)",21-Nov,11723,70,4,32,4
I.S. 119 - QUEENS,Q,24,FY19 RESO A AUDITORIUM UPGRADE,346983,CIP,Q119,74-01 78 AVENUE,Queens,10467,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)",21-Nov,15310,54,3,34,62
I.S. @ 650 86TH STREET - BROOKLYN,K,20,Demo,1214178,CAP,K322,650  86TH STREET,Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,3060560015,152,BK1001,"(40.618851, -74.021875)",21-Nov,13511,10,2,44,41
JAMES BALDWIN SCHOOL - MANHATTAN,M,2,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,9700000,CIP,M440,351 WEST 18 STREET,Manhattan,10467,MANHATTAN,40.742867,-74.002136,104,3,1013096,1007420007,89,MN0401,"(40.742867, -74.002136)",21-Nov,12074,12,4,10,6
Q000 - QUEENS,Q,27,COVID TESTING CENTER,1500000,CIP,QT19,JFK AIRPORT TERMINAL 5,Queens,10467,QUEENS,40.648321,-73.788281,483,31,4000000,4142600001,716,QN8381,"(40.648321, -73.788281)",21-Nov,24339,64,3,46,71
P.S. 91 - BRONX,X,10,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM,316509,CIP,X091,2170 AQUEDUCT AVENUE,Bronx,10467,BRONX,40.857689,-73.908349,205,14,2094683,2032070040,251,BX0501,"(40.857689, -73.908349)",21-Nov,10931,6,5,29,29
P.S. 94 - QUEENS,Q,26,WINDOWS,3900000,CIP,Q094,41-77 LITTLE NECK PARKWAY,Queens,10467,QUEENS,40.771186,-73.739252,411,19,4169468,4081350029,1479,QN1103,"(40.771186, -73.739252)",21-Nov,14505,26,3,20,69
P.S. 215 - BROOKLYN,K,21,LSP REPLACE PVI DOMESTIC WATER HEATER,82000,CIP,K215,415 AVENUE S,Brooklyn,10467,BROOKLYN,40.602084,-73.970013,315,44,3178584,3066810169,41401,BK1501,"(40.602084, -73.970013)",21-Nov,18183,32,2,45,36
MILLENNIUM HS - MANHATTAN,M,2,FY19 RESO A AUDITORIUM UPGRADE,84542,CIP,M824,75 BROAD STREET,Manhattan,10467,MANHATTAN,40.704541,-74.011552,101,1,1000849,1000290070,9,MN0101,"(40.704541, -74.011552)",21-Nov,11725,56,4,32,1
P.S. 15 - BROOKLYN,K,15,EXTERIOR MASONRY / FULL PROGRAM ACCESSIBILITY / ROOFS / WINDOWS,17924068.17,CIP,K015,71 SULLIVAN STREET,Brooklyn,10467,BROOKLYN,40.677343,-74.011558,306,38,3008585,3005660001,5301,BK0601,"(40.677343, -74.011558)",21-Nov,13514,14,2,7,48
P.S. 48 - MANHATTAN,M,6,PATH OF TRAVEL PLAYGROUND / PLAYGROUND,755000,CIP,M048,4360-78 BROADWAY,Manhattan,10467,MANHATTAN,40.853466,-73.934048,112,10,1076752,1021670029,271,MN1202,"(40.853466, -73.934048)",21-Nov,13091,47,4,39,22
P.S. 42 - MANHATTAN,M,2,ATHLETIC FIELD,1347975,CIP,M447,350 GRAND STREET,Manhattan,10467,MANHATTAN,40.717349,-73.989596,103,1,1005283,1004080030,18,MN0302,"(40.717349, -73.989596)",21-Nov,11723,70,4,32,4
I.S. 259 - BROOKLYN,K,20,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6758000,CIP,K259,7305 FORT HAMILTON PARKWAY,Brooklyn,10467,BROOKLYN,40.62668,-74.01512,310,38,3148031,3059230001,206,BK1002,"(40.62668, -74.01512)",21-Nov,13511,10,2,44,41
P.S. 375 - BROOKLYN,K,17,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6238000,CIP,K320,46 MCKEEVER PLACE,Brooklyn,10467,BROOKLYN,40.665021,-73.959034,309,35,3034356,3013010001,325,BK0901,"(40.665021, -73.959034)",21-Nov,13509,17,2,48,44
CONCOURSE VILLAGE ELEMENTARY SCHOOL,X,7,EXTERIOR MASONRY / PARAPETS / ROOFS,10424000,CIP,X156,750 CONCOURSE VILLAGE WEST,Bronx,10467,BRONX,40.823174,-73.923326,204,16,2002454,2024430079,61,BX0401,"(40.823174, -73.923326)",21-Nov,10929,50,5,43,27
P.S. 45 - BROOKLYN,K,32,FY18 RESO A AUDITORIUM  UPGRADE,75500,CIP,K045,84 SCHAEFER STREET,Brooklyn,10467,BROOKLYN,40.686746,-73.910693,304,37,3079428,3034270011,401,BK0402,"(40.686746, -73.910693)",21-Nov,17214,42,2,37,53
P.S. 964 - MANHATTAN,M,4,ELECTRICAL WORK FOR A/C INITIATIVE,23000,CIP,M050,433 EAST 100 STREET,Manhattan,10467,MANHATTAN,40.785258,-73.941526,111,8,1083933,1016940001,162,MN1101,"(40.785258, -73.941526)",21-Nov,12426,7,4,35,14
I.S. 192 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,9020,CIP,Q192,109-89 204 STREET,Queens,10467,QUEENS,40.70646,-73.753579,412,27,4234318,4109440301,508,QN1206,"(40.70646, -73.753579)",21-Nov,15312,41,3,6,71
P.S. 234 - MANHATTAN,M,2,EXTERIOR MASONRY,2875025,CIP,M234,292 GREENWICH STREET,Manhattan,10467,MANHATTAN,40.716017,-74.011038,101,1,1001533,1001420001,21,MN0102,"(40.716017, -74.011038)",21-Nov,11728,56,4,32,1
